Copyright (C) 2006-2011
Gaia Data Processing and Analysis Consortium

THIS IS AN AUTOMATICALLY GENERATED FILE - DO NOT EDIT!

The file has been automatically generated from the contents of the
Gaia Parameter Database at the URL
    http://gaia.esac.esa.int/gpdb
Version -live (r.231494)-2012-05-18T04:59:16

Please report any problems arising from the usage of this file to
the Gaia Librarian gaialib@rssd.esa.int

Name,Value,Unit,Basic,Scalar,Description,Source,Expression,LaTeX label,Last modified
SatelliteSpinAxis_PrecessionRate,4.2207450212,,false,true,"Speed of the spin axis on the sky, defined as S = dz / d\lambda_s, with z = spin axis vector on the sky and \lambda_s = ecliptic longitude of the nominal Sun (or, equivalently, as the ratio of the rate of change of the SRS z-axis direction and the rate of change of \lambda_s). The case S = constant is refered to as 'uniform revolving scanning'","F. Mignard, 5 April 2012, 'Validation of the analytical NSL for the Jupiter experiment', GAIA-CA-TN-OCA-FM-037-02, issue 2, revision 0, Equation 26","SpinAxis_NumberOfLoopsPerYear * sin(SolarAspectAngle_Nominal * :Nature:Degree_Radian) * (1 + ((1) / (4 * pow(SpinAxis_NumberOfLoopsPerYear;2))) * ((1 + 2 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);2)) / (pow(sin(SolarAspectAngle_Nominal * :Nature:Degree_Radian);2))) + ((1) / (64 * pow(SpinAxis_NumberOfLoopsPerYear;4))) * ((1 - 20 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);2) - 8 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);4)) / (pow(sin(SolarAspectAngle_Nominal * :Nature:Degree_Radian);4))) - ((1) / (256 * pow(SpinAxis_NumberOfLoopsPerYear;6))) * ((1 - 18 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);2) - 88 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);4) - 16 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);6)) / (pow(sin(SolarAspectAngle_Nominal * :Nature:Degree_Radian);6))) - ((1) / (16384 * pow(SpinAxis_NumberOfLoopsPerYear;8))) * ((7 + 8 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);2) + 4208 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);4) + 5952 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);6) + 640 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);8)) / (pow(sin(SolarAspectAngle_Nominal * :Nature:Degree_Radian);8))) + ((1) / (65536 * pow(SpinAxis_NumberOfLoopsPerYear;10))) * ((11 - 130 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);2) + 6000 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);4) + 35168 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);6) + 24704 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);8) + 1792 * pow(cos(SolarAspectAngle_Nominal * :Nature:Degree_Radian);10)) / (pow(sin(SolarAspectAngle_Nominal * :Nature:Degree_Radian);10))) )","S",2010-01-05T10:00:00
SatelliteSpinAxis_PrecessionPeriod,62.97,day,false,true,"Precession period of the spin axis on the sky for given values of S, the precession speed of the spin axis on the sky, and K, the number of spin-axis revolutions around the solar direction per Julian year","",":Nature:JulianYear_Day / SpinAxis_NumberOfLoopsPerYear","P",2006-03-01T09:00:00
SatelliteTelescope_PupilArea,0.7483,m^2,false,true,"Telescope-entrance-pupil area","","Telescope_PupilArea_AL * Telescope_PupilArea_AC","A",2011-08-23T17:00:00
SatelliteTelescope_FocalLength_DesignFreedom,0.350,m,false,true,"Design freedom of the telescope effective focal length","EADS-Astrium, 25 June 2010, 'PayLoad Module (PLM) Requirements Specification', GAIA.ASF.SP.PLM.00009, issue 5, revision 0, Requirement PLM-899","0.01 * Telescope_FocalLength","",2008-12-16T14:00:00
SatelliteTelescope_Transmissivity_850nm,0.836,,false,true,"Average transmission of the telescopes at (roughly) the wavelength of the BAM laser, i.e., 850 nm. This transmissivity does neither include the transmissivity attenuation linked to scattered light caused by surface rugosity (see parameter Optics_Rugosity_Effective) nor the transmissivity attenuation caused by particulate and molecular contamination of all optics and detectors (see parameter Optics_Attenuation_ParticulateAndMolecularContamination)","","pow(Telescope_MirrorReflectivity_850nm; Telescope_NumberOfMirrors)","",2012-04-25T12:00:00
SatelliteTelescope_Transmissivity_860nm,0.840,,false,true,"Average transmission of the telescopes at 860 nm. This transmissivity does neither include the transmissivity attenuation linked to scattered light caused by surface rugosity (see parameter Optics_Rugosity_Effective) nor the transmissivity attenuation caused by particulate and molecular contamination of all optics and detectors (see parameter Optics_Attenuation_ParticulateAndMolecularContamination)","","pow(Telescope_MirrorReflectivity_860nm; Telescope_NumberOfMirrors)","",2012-04-25T12:00:00
Satellite_AFCCD_Thickness_FieldFreeRegion,4,10^-6 m,false,true,"Nominal thickness of the field-free region of a default (broad-band) CCD, in use in AF","T. Eaton, e2v Technologies, 16 June 2006, 'Gaia CCD FM phase performance assessment report', GAIA-E2V-RP-123, issue 1, Section 3.1.1.6, page 10. Reference documents: A. Short, J.H.J. de Bruijne, 26 September 2003, 'CCD QE and MTF', GAIA-AS-002, Section 4.2 and R. Kohley, 4 February 2009, 'Quantum Efficiency and Pixel Response Non-Uniformity in Gaia CCDs', GAIA-CH-TN-ESAC-RKO-003-01, issue 1, revision 0","CCD_Thickness_Total - CCD_Thickness_DepletionRegion","x_{\rm ff}",2006-09-25T12:00:00
Satellite_AFCCD_DetectionNoise_TypicalTotal,4.35,e^-,false,true,"CCD total detection noise (TDN) in units of electrons (typical value). Total detection noise includes CCD readout noise (RON), CCD dark noise, KTC noise, overall video-chain noise (including ADC noise, analogue noise, and quantisation noise), and coupling and EMC-effects noise","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","sqrt(CCD_DetectionNoise_RONAfterNoiseRejection * CCD_DetectionNoise_RONAfterNoiseRejection + CCD_DetectionNoise_DarkNoise * CCD_DetectionNoise_DarkNoise + CCD_DetectionNoise_JitterNoise * CCD_DetectionNoise_JitterNoise + VideoChain_DetectionNoise_Total * VideoChain_DetectionNoise_Total + CCD_DetectionNoise_CouplingNoise * CCD_DetectionNoise_CouplingNoise + CCD_DetectionNoise_CrossTalkNoise * CCD_DetectionNoise_CrossTalkNoise + CCD_DetectionNoise_EMCNoise * CCD_DetectionNoise_EMCNoise)","",2009-08-12T16:00:00
Satellite_AFCCD_NodeCapacitance,15.98,fF,false,true,"CCD node capacitance; the factor 0.64 refers to a two-stage amplifier","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0",":Nature:ElementaryCharge_Constant * 0.64 * 1E21 / CCD_Gain_MicroVoltPerElectron","",2009-08-12T14:00:00
Satellite_AFCCD_AmplifierBandwidth,3978.9,kHz,false,true,"CCD amplifier bandwidth, calculated as 1 / (2 \pi \tau) and assuming a time constant \tau = 40 ns, as measured by e2v","EADS-Astrium, 27 January 2010, 'Focal-Plane Assembly General Design Description (FPA GDD)', GAIA.ASF.TCN.PLM.00055, issue 5, revision 0, page 61","1E-3 / (2 * :Nature:Pi_Constant * 40E-9)","",2010-09-08T12:00:00
Satellite_AFCCD_Number,62,,false,true,"Number of CCDs in AF","EADS-Astrium, 27 January 2010, 'Focal-Plane Assembly General Design Description (FPA GDD)', GAIA.ASF.TCN.PLM.00055, issue 5, revision 0","CCD_Number_AL[0] + CCD_Number_AL[1] + CCD_Number_AL[2] + CCD_Number_AL[3] + CCD_Number_AL[4] + CCD_Number_AL[5] + CCD_Number_AL[6]","",2010-10-15T12:00:00
Satellite_AFCCD_LightSensitiveArea_PixelTotal,547782648,pixel,false,true,"Total number of light-sensitive pixels in (the image sections of) all AF CCDs. Any (permanent) TDI-gate activation is not included in the calculations","","CCD_Number * :Satellite:CCD_LightSensitiveArea_Pixel","",2006-09-15T15:00:00
Satellite_AFDeadTime_Calibration,0.82,%,false,true,"Dead time due to in-orbit (re-)calibration of the instruments, in units of percents of the operational lifetime (see E. Hoeg and J.H.J. de Bruijne, 18 January 2007, 'Calibration of gates and magnitude scale', GAIA-CA-TN-NBI-EH-182-01)","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * (6 / 24) / (:Nature:JulianYear_Day / 12)","",2009-08-14T18:00:00
Satellite_AFDeadTime_Straylight_EarthAndMoon,0.13,%,false,true,"Dead time due to straylight of the Earth and Moon, in units of percents of the operational lifetime","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * (57 / 24) / (:Mission:LifeTime_OperationalPhase_Nominal * :Nature:JulianYear_Day)","",2010-09-13T18:00:00
Satellite_AFDeadTime_Straylight_BrightStarsAndPlanets,0.10,%,false,true,"Dead time due to straylight of bright stars and planets, in units of percents of the operational lifetime","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","0.003 + ((CCD_Number_AL[0] + CCD_Number_AL[1] + CCD_Number_AL[2] + CCD_Number_AL[3] + CCD_Number_AL[4] + CCD_Number_AL[5] + CCD_Number_AL[6]) / :Satellite:CCD_Number_AC) * 0.008 + 0.024","",2010-10-15T12:00:00
Satellite_AFDeadTime_ChargeInjection,[0.00 2.20 1.60 ],%,false,true,"Dead time due to charge injection, in units of percents of the operational lifetime. The number 9 in the equation is half the read (as opposed to transmitted) along-scan window size (see parameter SWS_WindowClass_1). The number 6 in the equation is half the read (as opposed to transmitted) along-scan window size (see parameter SWS_WindowClass_2). The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","0, 100 * (9 + ChargeInjection_Duration + 9) / ChargeInjection_Period, 100 * (6 + ChargeInjection_Duration + 6) / ChargeInjection_Period","",2010-09-14T10:00:00
Satellite_AFDeadTime_CosmeticDefects,[1.22 1.22 1.22 ],%,false,true,"Dead time due to CCD cosmetic defects (dead columns, bright pixels, etc.), in units of percents of the operational lifetime. The numerical values are based on the end-of-life (EoL) CCD cosmetics (2 dead colums per CCD). The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * Window_Width * (2 / :Satellite:CCD_NumberOfColumns), 100 * Window_Width * (2 / :Satellite:CCD_NumberOfColumns), 100 * Window_Width * (2 / :Satellite:CCD_NumberOfColumns)","",2011-03-17T15:00:00
Satellite_AFDeadTime_TelemetryFrameLosses,0.009,%,false,true,"Dead time due to downlink telemetry-frame losses, in units of percents of the operational lifetime, assuming a nominal frame-loss probability (FLP = 1E-3%; see parameter :GroundSegment:Downlink_ProbabilityOfFrameLoss_Nominal). A transfer frame contains multiple star packets, as reflected in the calculation. EADS-Astrium assume a smallest star-packet size, after compression, of 1661 bits for SP1 (compare with :Satellite:PDHS:StarPacket_SizeAfterCompression_SP1Class2)","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1",":GroundSegment:Downlink_ProbabilityOfFrameLoss_Nominal * round(:Satellite:CDMS:TransferFrame_DataField / :Satellite:PDHS:StarPacket_SizeAfterCompression_SP1Class2[5] + 0.5)","",2009-08-14T18:00:00
Satellite_AFFocalPlane_StarProcessingRate_Average,2502,star s^-1,false,true,"Average rate at which stars (G <= 20.00 mag) are being processed in AF (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_Average * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_AFFocalPlane_StarProcessingRate_Typical,14957,star s^-1,false,true,"Typical rate at which stars (G <= 20.00 mag) are being processed in AF (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_Typical * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_AFFocalPlane_StarProcessingRate_Design,59826,star s^-1,false,true,"Design-value of the rate at which stars (G <= 20.00 mag) are being processed in AF (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_Design * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_AFFocalPlane_StarProcessingRate_WorstCase,299131,star s^-1,false,true,"Maximum rate at which stars (G <= 20.00 mag) are being processed in AF (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_WorstCase * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_AFFoV_AL,0.70819,deg,false,true,"Total FoV (i.e., including dead zones between CCDs) of AF in the along-scan direction per viewing direction (telescope). Note that the WFS CCD in strip 9 and row 4 (:AF:S9:R4:) has been properly included in the calculation as reduction","","(((CCD_Number_AL[0] * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL[0] - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) + (CCD_Number_AL[1] * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL[1] - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) + (CCD_Number_AL[2] * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL[2] - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) + (CCD_Number_AL[3] * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL[3] - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) + (CCD_Number_AL[4] * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL[4] - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) + (CCD_Number_AL[5] * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL[5] - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) + (CCD_Number_AL[6] * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL[6] - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) ) / :Satellite:CCD_Number_AC) / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2010-10-15T12:00:00
Satellite_AFFoV_AL_Active,0.65160,deg,false,true,"Total active FoV (i.e., excluding dead zones between CCDs) of AF in the along-scan direction per viewing direction (telescope). Note that the WFS CCD in strip 9 and row 4 (:AF:S9:R4:) has been properly included in the calculation as reduction","","((CCD_Number_AL[0] + CCD_Number_AL[1] + CCD_Number_AL[2] + CCD_Number_AL[3] + CCD_Number_AL[4] + CCD_Number_AL[5] + CCD_Number_AL[6]) / :Satellite:CCD_Number_AC) * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2010-10-15T12:00:00
Satellite_AFFoV,0.48921,deg^2,false,true,"Total FoV (i.e., including dead zones between CCDs) of AF per viewing direction (telescope)","","FoV_AL * :Satellite:FoV_AC","",2006-03-01T09:00:00
Satellite_AFFoV_Active,0.44039,deg^2,false,true,"Total active FoV (i.e., excluding dead zones between CCDs) of AF per viewing direction (telescope). Note that the WFS CCD in strip 9 and row 4 (:AF:S9:R4:) has been properly included in the calculation as reduction","","FoV_AL_Active * :Satellite:FoV_AC_Active","\Omega",2006-09-18T15:00:00
Satellite_AFFoV_AreaSwept_AL_Active,0.01126,deg^2 s^-1,false,true,"Total active AF FoV (i.e., excluding dead zones between CCDs) swept out per second","",":Satellite:FoV_AC_Active * :Satellite:ScanRate_Nominal / 3600","",2006-03-01T09:00:00
Satellite_AFFoV_NumberOfTransits_AL_Total,[38.3 36.8 37.0 ],,false,true,"Average number of AF transits (per viewing direction/telescope) over the nominal effective operational lifetime, assuming uniform sky coverage (the effect of faint-object, astrometric-data dead time is taken into account; star detection and confirmation probabilities, crowding, etc., are not included). Note that the WFS CCD in strip 9 and row 4 (:AF:S9:R4:) has been properly included in the calculation as reduction. The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","","FoV_TransitTime_AL_ActiveTotal[0] / FoV_TransitTime_AL_Active, FoV_TransitTime_AL_ActiveTotal[1] / FoV_TransitTime_AL_Active, FoV_TransitTime_AL_ActiveTotal[2] / FoV_TransitTime_AL_Active","N",2006-09-18T15:00:00
Satellite_AFFoV_TransitTime_AL_Active,39.096,s,false,true,"Active transit time (i.e., excluding dead zones between CCDs), in the along-scan direction, of AF; this parameter thus equals the effective exposure time per viewing direction (telescope) per FoV transit, although any permanent TDI-gate activation is not included in the calculations. Note that the WFS CCD in strip 9 and row 4 (:AF:S9:R4:) has been properly included in the calculation as reduction","","3600 * FoV_AL_Active / (:Satellite:ScanRate_Nominal)","\tau",2006-03-01T09:00:00
Satellite_AFFoV_TransitTime_AL_ActiveTotal,[1498.106 1439.131 1445.833 ],s,false,true,"Average effective (active) total transit time in AF (per viewing direction/telescope) over the nominal effective operational lifetime, assuming uniform sky coverage (the effects of CCD dead zones and faint-object, astrometric-data dead time are taken into account). This parameter thus equals the effective exposure time per viewing direction (telescope) integrated over the mission, although any permanent TDI-gate activation is not included in the calculations. The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","",":Mission:AF:LifeTime_OperationalPhase_Effective[0] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare, :Mission:AF:LifeTime_OperationalPhase_Effective[1] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare, :Mission:AF:LifeTime_OperationalPhase_Effective[2] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare","T",2006-03-01T09:00:00
Satellite_AFFoV_NumberOfStars_Average,11049,star,false,true,"Average number of stars (G <= 20.00 mag) present in the active AF FoV (per viewing direction/telescope) at each instant of time","",":Nature:Sky_StarDensity_Average * FoV_Active","",2006-03-01T09:00:00
Satellite_AFFoV_NumberOfStars_Typical,66059,star,false,true,"Typical number of stars (G <= 20.00 mag) present in the active AF FoV (per viewing direction/telescope) at each instant of time","",":Nature:Sky_StarDensity_Typical * FoV_Active","",2006-03-01T09:00:00
Satellite_AFFoV_NumberOfStars_Design,264235,star,false,true,"Design-value of the number of stars (G <= 20.00 mag) present in the active AF FoV (per viewing direction/telescope) at each instant of time","",":Nature:Sky_StarDensity_Design * FoV_Active","",2006-03-01T09:00:00
Satellite_AFFoV_NumberOfStars_WorstCase,1321174,star,false,true,"Maximum number of stars (G <= 20.00 mag) present in the active AF FoV (per viewing direction/telescope) at some instant of time","",":Nature:Sky_StarDensity_WorstCase * FoV_Active","",2006-03-01T09:00:00
Satellite_AFSky_NumberOfPhotoElectrons,21.266,e^- s^-1 arcsec^-2 FoV^-1,false,true,"Number of detected photo-electrons per arcsec^2 per s per telescope (viewing direction) for a typical sky-background surface brightness (:Nature:Sky_SurfaceBrightness_Average)","","pow(10.0; -0.4 * (:Nature:Sky_SurfaceBrightness_Average - (:Satellite:Magnitude_VMinG_VMinI[0] + :Satellite:Magnitude_VMinG_VMinI[1] * :Nature:Sun_VMinI + :Satellite:Magnitude_VMinG_VMinI[2] * :Nature:Sun_VMinI * :Nature:Sun_VMinI + :Satellite:Magnitude_VMinG_VMinI[3] * :Nature:Sun_VMinI * :Nature:Sun_VMinI * :Nature:Sun_VMinI) - :Satellite:Magnitude_ZeroPoint))","",2008-01-24T17:00:00
Satellite_AFVideoChain_DetectionNoise_RequirementTotal,2.338,e^-,false,true,"Requirement on the video-chain noise in units of electrons","EADS-Astrium, 28 April 2008, 'PEM type-1 Requirements Specification', GAIA.ASF.SP.PLM.00027, issue 6, revision 0, Requirement PEM1-302","0.6 / VideoChain_Gain_LSBPerElectron","",2007-08-16T14:00:00
Satellite_AFVideoChain_DetectionNoise_Total,2.845,e^-,false,true,"Video-chain noise in units of electrons, taking into account that the video chain digitises the video level a certain number of times (1 for SM, 2 for AF1, 8 for AF2-9, 4 for BP, 4 for RP, 8 for RVS-LR, and 2 for RVS-HR) and averages the successive acquisitions in order to reduce noise. The video-chain noise includes ADC noise, DNL noise, analogue video noise, quantisation noise, and rounding noise. The numerical value reflects the mean measured performance of all PEM DMs tested with the FM acceptance EGSE at CRISA","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","0.73 / VideoChain_Gain_LSBPerElectron","",2009-08-12T16:00:00
Satellite_AFVideoChain_Gain_LSBPerElectron,0.25660,LSB per e^-,false,true,"Gain of the video chain","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","VideoChain_Gain_LSBPerMilliVolt * CCD_Gain_MicroVoltPerElectron * 1E-3","G1",2009-08-12T15:00:00
Satellite_AFVideoChain_DynamicRange_MilliVolt,1527.8,mV,false,true,"Useful dynamic range of the video chain, after taking the CCD register offset and margins for noise and reference-level variation into account","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0. Reference document: R. Kohley, 7 April 2011, 'Gaia PEM DCDS working principle', GAIA-CH-TN-ESAC-RKO-016, issue 1, revision 0","(pow(2; :Satellite:VideoChain_NumberOfBits) - 1) / VideoChain_Gain_LSBPerMilliVolt - 2 * VideoChain_NoiseAndReferenceLevelVariationMargin - CCD_OutputSignal_ZeroOffset","",2010-09-09T17:00:00
Satellite_AFVideoChain_DynamicRange,238159,e^-,false,true,"Useful dynamic range of the video chain","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","1E3 * VideoChain_DynamicRange_MilliVolt / CCD_Gain_MicroVoltPerElectron","",2009-08-12T15:00:00
Satellite_AFVideoChain_Offset_Nominal,1572,LSB,false,true,"Nominal sample offset, in units of LSB","Reference document: R. Kohley, 7 April 2011, 'Gaia PEM DCDS working principle', GAIA-CH-TN-ESAC-RKO-016, issue 1, revision 0","VideoChain_Gain_LSBPerMilliVolt * CCD_OutputSignal_ZeroOffset + :Satellite:PEM:DCDS_Offset","",2011-08-22T14:00:00
Satellite_AF_S1CCD_DetectionNoise_TypicalTotal,8.44,e^-,false,true,"CCD total detection noise (TDN) in units of electrons (typical value). Total detection noise includes CCD readout noise (RON), CCD dark noise, KTC noise, overall video-chain noise (including ADC noise, analogue noise, and quantisation noise), and coupling and EMC-effects noise","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","sqrt(CCD_DetectionNoise_RONAfterNoiseRejection * CCD_DetectionNoise_RONAfterNoiseRejection + CCD_DetectionNoise_DarkNoise * CCD_DetectionNoise_DarkNoise + CCD_DetectionNoise_JitterNoise * CCD_DetectionNoise_JitterNoise + VideoChain_DetectionNoise_Total * VideoChain_DetectionNoise_Total + CCD_DetectionNoise_CouplingNoise * CCD_DetectionNoise_CouplingNoise + CCD_DetectionNoise_CrossTalkNoise * CCD_DetectionNoise_CrossTalkNoise + CCD_DetectionNoise_EMCNoise * CCD_DetectionNoise_EMCNoise)","",2009-08-12T16:00:00
Satellite_AF_S1VideoChain_DetectionNoise_RequirementTotal,5.846,e^-,false,true,"Requirement on the video-chain noise in units of electrons","EADS-Astrium, 28 April 2008, 'PEM type-1 Requirements Specification', GAIA.ASF.SP.PLM.00027, issue 6, revision 0, Requirement PEM1-302","1.5 / :Satellite:AF:VideoChain_Gain_LSBPerElectron","",2007-08-16T14:00:00
Satellite_AF_S1VideoChain_DetectionNoise_Total,7.327,e^-,false,true,"Video-chain noise in units of electrons, taking into account that the video chain digitises the video level a certain number of times (1 for SM, 2 for AF1, 8 for AF2-9, 4 for BP, 4 for RP, 8 for RVS-LR, and 2 for RVS-HR) and averages the successive acquisitions in order to reduce noise. The video-chain noise includes ADC noise, DNL noise, analogue video noise, quantisation noise, and rounding noise. The numerical value reflects the mean measured performance of all PEM DMs tested with the FM acceptance EGSE at CRISA","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","1.88 / :Satellite:AF:VideoChain_Gain_LSBPerElectron","",2009-08-12T16:00:00
Satellite_AF_S1VideoChain_DynamicRange_MilliVolt,1487.8,mV,false,true,"Useful dynamic range of the video chain, after taking the CCD register offset and margins for noise and reference-level variation into account","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0. Reference document: R. Kohley, 7 April 2011, 'Gaia PEM DCDS working principle', GAIA-CH-TN-ESAC-RKO-016, issue 1, revision 0","(pow(2; :Satellite:VideoChain_NumberOfBits) - 1) / :Satellite:AF:VideoChain_Gain_LSBPerMilliVolt - 2 * VideoChain_NoiseAndReferenceLevelVariationMargin - :Satellite:AF:CCD_OutputSignal_ZeroOffset","",2010-09-09T17:00:00
Satellite_AF_S1VideoChain_DynamicRange,231924,e^-,false,true,"Useful dynamic range of the video chain","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","1E3 * VideoChain_DynamicRange_MilliVolt / :Satellite:AF:CCD_Gain_MicroVoltPerElectron","",2010-09-09T17:00:00
Satellite_BPCCD_Thickness_FieldFreeRegion,4,10^-6 m,false,true,"Nominal thickness of the field-free region of a blue-variant CCD, in use in BP","T. Eaton, e2v Technologies, 16 June 2006, 'Gaia CCD FM phase performance assessment report', GAIA-E2V-RP-123, issue 1, Section 3.1.1.6, page 10. Reference documents: A. Short, J.H.J. de Bruijne, 26 September 2003, 'CCD QE and MTF', GAIA-AS-002, Section 4.2 and R. Kohley, 4 February 2009, 'Quantum Efficiency and Pixel Response Non-Uniformity in Gaia CCDs', GAIA-CH-TN-ESAC-RKO-003-01, issue 1, revision 0","CCD_Thickness_Total - CCD_Thickness_DepletionRegion","x_{\rm ff}",2006-09-25T12:00:00
Satellite_BPCCD_DetectionNoise_TypicalTotal,5.18,e^-,false,true,"CCD total detection noise (TDN) in units of electrons (typical value). Total detection noise includes CCD readout noise (RON), CCD dark noise, KTC noise, overall video-chain noise (including ADC noise, analogue noise, and quantisation noise), and coupling and EMC-effects noise","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","sqrt(CCD_DetectionNoise_RONAfterNoiseRejection * CCD_DetectionNoise_RONAfterNoiseRejection + CCD_DetectionNoise_DarkNoise * CCD_DetectionNoise_DarkNoise + CCD_DetectionNoise_JitterNoise * CCD_DetectionNoise_JitterNoise + VideoChain_DetectionNoise_Total * VideoChain_DetectionNoise_Total + CCD_DetectionNoise_CouplingNoise * CCD_DetectionNoise_CouplingNoise + CCD_DetectionNoise_CrossTalkNoise * CCD_DetectionNoise_CrossTalkNoise + CCD_DetectionNoise_EMCNoise * CCD_DetectionNoise_EMCNoise)","",2009-08-12T16:00:00
